probe	locus
Os.12590.1.S1_at	LOC_Os06g02510
Os.9159.2.S1_x_at	LOC_Os06g02530
Os.12752.1.S1_a_at	LOC_Os06g02540
Os.44823.1.S1_x_at	LOC_Os06g02550
Os.7910.1.S1_at	LOC_Os06g02550
Os.32618.1.S1_at	LOC_Os06g02560
Os.8343.1.S1_at	LOC_Os06g02570
Os.32113.1.S1_at	LOC_Os06g02580
Os.52636.1.S1_at	LOC_Os06g02590
Os.5273.2.S1_x_at	LOC_Os06g02600
Os.44821.1.A1_x_at	LOC_Os06g02620
Os.7738.1.S1_at	LOC_Os06g02620
Os.51195.1.S1_at	LOC_Os06g02730
Os.9382.1.S1_at	LOC_Os06g02780
Os.48531.1.A1_at	LOC_Os06g02810
Os.52245.1.S1_at	LOC_Os06g02830
Os.14214.1.S1_at	LOC_Os06g02900
Os.4449.1.S1_a_at	LOC_Os06g03486
Os.4449.1.S1_at	LOC_Os06g03486
Os.4452.1.S1_a_at	LOC_Os06g03514
Os.4452.1.S1_at	LOC_Os06g03514
Os.4453.1.S1_at	LOC_Os06g03520
Os.45910.1.S1_at	LOC_Os06g03530
Os.4458.1.S1_at	LOC_Os06g03580
Os.4459.2.S1_x_at	LOC_Os06g03600
Os.10179.1.S1_at	LOC_Os06g03640
Os.4462.1.S1_a_at	LOC_Os06g03660
Os.4463.1.S1_s_at	LOC_Os06g03670
OsAffx.27442.1.S1_at	LOC_Os06g03670
Os.44812.1.S1_at	LOC_Os06g03676
OsAffx.27443.1.S1_at	LOC_Os06g03676
OsAffx.27443.1.S1_x_at	LOC_Os06g03676
Os.4465.1.S1_a_at	LOC_Os06g03682
Os.5600.1.S1_s_at	LOC_Os06g03690
OsAffx.27444.1.S1_at	LOC_Os06g03690
Os.34161.1.S1_a_at	LOC_Os06g03700
Os.34161.1.S1_at	LOC_Os06g03700
Os.34161.2.S1_x_at	LOC_Os06g03700
Os.53671.1.S1_at	LOC_Os06g03700
Os.31950.1.S1_at	LOC_Os06g03710
Os.9043.1.S1_at	LOC_Os06g03720
Os.4272.1.S1_a_at	LOC_Os06g03760
Os.10814.1.S1_a_at	LOC_Os06g03770
Os.50592.1.S1_x_at	LOC_Os06g03780
OsAffx.10361.1.S1_at	LOC_Os06g03780
Os.37435.1.S1_at	LOC_Os06g03790
OsAffx.27446.1.S1_s_at	LOC_Os06g03790
Os.44806.1.A1_x_at	LOC_Os06g03800
Os.17677.1.S1_at	LOC_Os06g03810
Os.4282.1.S1_at	LOC_Os06g03840
Os.18518.1.S1_at	LOC_Os06g03850
Os.15349.1.S1_a_at	LOC_Os06g03860
OsAffx.22593.2.S1_s_at	LOC_Os06g03860
Os.4289.1.S1_at	LOC_Os06g03910
Os.4290.1.S1_at	LOC_Os06g03920
Os.4291.1.S1_at	LOC_Os06g03930
Os.4292.1.S1_x_at	LOC_Os06g03940
Os.4292.2.S1_at	LOC_Os06g03940
Os.45933.1.S1_x_at	LOC_Os06g03940
Os.4292.3.S1_x_at	LOC_Os06g03960
Os.4294.1.S1_a_at	LOC_Os06g03970
Os.24969.1.A1_at	LOC_Os06g03980
Os.16220.1.A1_at	LOC_Os06g03990
Os.4299.1.S1_at	LOC_Os06g04000
Os.10575.1.S1_at	LOC_Os06g04010
Os.12784.1.S1_at	LOC_Os06g04020
Os.47392.1.A1_x_at	LOC_Os06g04030
Os.27000.1.S1_s_at	LOC_Os06g04040
Os.27000.2.S1_x_at	LOC_Os06g04040
Os.12277.1.S1_at	LOC_Os06g04070
Os.19800.1.S1_at	LOC_Os06g04070
Os.54484.2.S1_at	LOC_Os06g04080
Os.4314.1.S1_at	LOC_Os06g04130
Os.55325.1.S1_at	LOC_Os06g04140
Os.50876.1.S1_at	LOC_Os06g04150
Os.20157.1.A1_at	LOC_Os06g04169
Os.51161.1.S1_at	LOC_Os06g04190
Os.51161.2.S1_at	LOC_Os06g04190
Os.51161.2.S1_x_at	LOC_Os06g04190
Os.11244.2.S1_x_at	LOC_Os06g04200
Os.11244.3.S1_x_at	LOC_Os06g04200
Os.38414.1.S1_at	LOC_Os06g04200
OsAffx.23005.1.S1_at	LOC_Os06g04210
OsAffx.23005.1.S1_x_at	LOC_Os06g04210
Os.606.1.S1_at	LOC_Os06g04220
Os.38806.1.A1_x_at	LOC_Os06g04230
Os.4773.1.S1_at	LOC_Os06g04240
Os.49653.1.S1_at	LOC_Os06g04250
Os.609.1.S2_a_at	LOC_Os06g04270
Os.3416.1.S1_a_at	LOC_Os06g04280
Os.3416.1.S1_at	LOC_Os06g04280
Os.3416.2.S1_x_at	LOC_Os06g04280
Os.7.2.S2_at	LOC_Os06g04280
Os.7.1.S1_a_at	LOC_Os06g04290
Os.7.1.S1_x_at	LOC_Os06g04290
Os.7.3.S1_x_at	LOC_Os06g04290
Os.7.2.S1_at	LOC_Os06g04300
Os.34404.1.S1_at	LOC_Os06g04330
OsAffx.4717.1.S1_at	LOC_Os06g04350
Os.51695.1.S1_at	LOC_Os06g04360
Os.54353.1.S1_at	LOC_Os06g04370
Os.6080.1.S1_at	LOC_Os06g04380
Os.11342.1.S1_at	LOC_Os06g04390
Os.38217.1.S1_at	LOC_Os06g04399
Os.7031.1.S1_at	LOC_Os06g04450
Os.13555.1.S1_at	LOC_Os06g04460
Os.22672.1.S1_at	LOC_Os06g04470
Os.56019.1.S1_at	LOC_Os06g04480
Os.48430.1.A1_at	LOC_Os06g04500
Os.21318.1.S1_at	LOC_Os06g04510
Os.52134.1.S1_at	LOC_Os06g04520
Os.14723.1.S1_at	LOC_Os06g04530
Os.55065.1.S1_at	LOC_Os06g04540
Os.48368.1.S1_at	LOC_Os06g04560
Os.48368.1.S1_s_at	LOC_Os06g04560
OsAffx.15262.1.S1_at	LOC_Os06g04560
Os.10792.1.S1_at	LOC_Os06g04580
Os.15940.1.S1_at	LOC_Os06g04600
Os.15940.2.S1_at	LOC_Os06g04600
Os.5449.1.S1_at	LOC_Os06g04610
Os.5449.1.S2_at	LOC_Os06g04610
Os.49218.1.S1_at	LOC_Os06g04620
Os.11713.2.S1_at	LOC_Os06g04640
Os.11713.2.S1_x_at	LOC_Os06g04640
Os.11678.2.S1_at	LOC_Os06g04660
Os.49667.1.S1_at	LOC_Os06g04680
Os.26713.1.S1_at	LOC_Os06g04780
Os.54403.1.S1_at	LOC_Os06g04800
Os.25025.1.S1_at	LOC_Os06g04820
OsAffx.15265.1.S1_at	LOC_Os06g04830
Os.53844.1.S1_at	LOC_Os06g04840
Os.37618.1.S1_at	LOC_Os06g04850
Os.2365.1.S1_at	LOC_Os06g04870
Os.26392.1.S1_at	LOC_Os06g04880
Os.3568.1.S1_at	LOC_Os06g04889
OsAffx.15266.1.S1_x_at	LOC_Os06g04900
Os.16783.1.S1_at	LOC_Os06g04910
Os.10583.1.S1_at	LOC_Os06g04920
Os.10583.1.S1_s_at	LOC_Os06g04920
Os.3571.2.S1_s_at	LOC_Os06g04930
Os.37255.1.A1_at	LOC_Os06g04940
Os.38638.2.S1_at	LOC_Os06g04950
Os.54998.1.S1_at	LOC_Os06g04960
Os.17050.1.A1_at	LOC_Os06g04970
Os.38638.1.S1_at	LOC_Os06g04990
OsAffx.27459.2.S1_s_at	LOC_Os06g05000
OsAffx.27459.3.S1_at	LOC_Os06g05010
OsAffx.27459.3.S1_x_at	LOC_Os06g05010
Os.38638.4.S1_s_at	LOC_Os06g05020
Os.49411.1.S1_at	LOC_Os06g05050
Os.17510.1.S1_s_at	LOC_Os06g05060
OsAffx.27460.1.S1_at	LOC_Os06g05060
Os.3581.1.A1_at	LOC_Os06g05070
Os.8006.1.S1_at	LOC_Os06g05080
Os.10585.1.A1_at	LOC_Os06g05100
Os.10585.1.A1_x_at	LOC_Os06g05100
Os.3583.1.S1_at	LOC_Os06g05110
Os.46584.1.S1_at	LOC_Os06g05120
Os.4659.1.S1_at	LOC_Os06g05120
Os.11639.1.S1_at	LOC_Os06g05130
Os.38154.1.A1_at	LOC_Os06g05150
OsAffx.15271.1.S1_at	LOC_Os06g05150
Os.46583.1.S1_s_at	LOC_Os06g05180
Os.46583.2.S1_at	LOC_Os06g05180
Os.5200.1.S1_at	LOC_Os06g05190
Os.47859.1.S1_at	LOC_Os06g05240
Os.10307.1.S1_at	LOC_Os06g05250
Os.5951.1.S1_at	LOC_Os06g05284
OsAffx.27462.1.S1_at	LOC_Os06g05300
Os.8272.1.S1_s_at	LOC_Os06g05350
Os.50271.1.S1_at	LOC_Os06g05359
Os.27107.1.S1_at	LOC_Os06g05368
Os.27510.1.A1_at	LOC_Os06g05390
Os.53135.1.S1_at	LOC_Os06g05400
Os.10862.1.S1_at	LOC_Os06g05410
Os.50399.1.S1_at	LOC_Os06g05420
Os.53206.1.S1_at	LOC_Os06g05424
Os.50383.1.S1_at	LOC_Os06g05430
OsAffx.4731.1.S1_s_at	LOC_Os06g05430
Os.10736.1.S1_at	LOC_Os06g05440
Os.23578.1.S1_at	LOC_Os06g05450
Os.57191.1.S1_at	LOC_Os06g05470
Os.5525.1.S1_at	LOC_Os06g05480
Os.55293.1.S1_at	LOC_Os06g05510
Os.8016.1.S1_a_at	LOC_Os06g05520
Os.50965.1.S1_at	LOC_Os06g05530
Os.5727.1.S1_at	LOC_Os06g05550
Os.50550.1.S1_at	LOC_Os06g05580
Os.52010.1.A1_at	LOC_Os06g05590
OsAffx.15276.1.S1_at	LOC_Os06g05600
Os.20357.1.S1_at	LOC_Os06g05650
Os.6238.1.S1_at	LOC_Os06g05660
Os.54255.1.S1_at	LOC_Os06g05670
Os.2260.1.S1_at	LOC_Os06g05690
Os.47826.1.S1_at	LOC_Os06g05700
Os.35125.1.S1_at	LOC_Os06g05720
Os.7225.1.S1_at	LOC_Os06g05740
Os.51672.2.S1_at	LOC_Os06g05750
Os.22463.1.S1_at	LOC_Os06g05800
OsAffx.15278.1.S1_s_at	LOC_Os06g05800
Os.26885.1.A1_at	LOC_Os06g05860
OsAffx.15279.1.S1_x_at	LOC_Os06g05860
Os.7199.1.S1_at	LOC_Os06g05870
Os.7199.1.S1_s_at	LOC_Os06g05870
OsAffx.27467.1.S1_at	LOC_Os06g05870
Os.10152.1.S1_at	LOC_Os06g05880
Os.3398.1.S1_s_at	LOC_Os06g05890
Os.51932.1.S1_at	LOC_Os06g05900
Os.21888.1.S1_at	LOC_Os06g05910
Os.9093.1.S1_at	LOC_Os06g05930
Os.56370.1.S1_at	LOC_Os06g05940
Os.27626.1.S1_at	LOC_Os06g05950
Os.27301.1.S1_at	LOC_Os06g05980
Os.10264.1.S1_at	LOC_Os06g06014
Os.10264.2.S1_at	LOC_Os06g06014
Os.10995.1.S1_at	LOC_Os06g06030
Os.21058.1.S1_s_at	LOC_Os06g06040
Os.18946.1.S1_at	LOC_Os06g06050
Os.10381.1.S1_at	LOC_Os06g06080
Os.19011.1.S1_at	LOC_Os06g06090
Os.9299.1.S1_at	LOC_Os06g06115
Os.27503.1.A1_a_at	LOC_Os06g06120
OsAffx.15282.1.S1_at	LOC_Os06g06130
Os.10766.1.A1_at	LOC_Os06g06160
OsAffx.27469.1.S1_at	LOC_Os06g06170
OsAffx.15284.1.S1_at	LOC_Os06g06180
Os.17072.1.S1_at	LOC_Os06g06190
Os.14672.1.S1_at	LOC_Os06g06210
Os.14672.1.S2_at	LOC_Os06g06210
OsAffx.15285.1.S1_at	LOC_Os06g06230
Os.10772.1.S1_at	LOC_Os06g06250
Os.10772.1.S1_x_at	LOC_Os06g06250
OsAffx.15287.1.S1_at	LOC_Os06g06270
Os.11577.1.S1_a_at	LOC_Os06g06280
Os.12029.1.S1_a_at	LOC_Os06g06290
Os.50507.1.S1_at	LOC_Os06g06330
Os.51669.1.S1_at	LOC_Os06g06350
Os.33898.1.S1_at	LOC_Os06g06380
Os.33082.1.S1_at	LOC_Os06g06400
Os.33206.1.S1_at	LOC_Os06g06410
Os.32701.1.S1_at	LOC_Os06g06420
Os.33229.1.S1_at	LOC_Os06g06450
Os.10246.3.S1_at	LOC_Os06g06460
Os.10636.1.A1_at	LOC_Os06g06470
Os.10636.2.A1_x_at	LOC_Os06g06470
Os.10246.5.S1_at	LOC_Os06g06490
Os.11376.1.S1_at	LOC_Os06g06490
Os.4346.1.S1_at	LOC_Os06g06520
Os.44766.1.S1_at	LOC_Os06g06530
Os.44766.2.S1_x_at	LOC_Os06g06530
Os.12725.1.S1_at	LOC_Os06g06560
Os.4354.1.S1_at	LOC_Os06g06600
Os.4355.1.S1_at	LOC_Os06g06610
Os.36001.1.S1_at	LOC_Os06g06660
Os.32061.1.S1_at	LOC_Os06g06670
Os.4365.1.S1_at	LOC_Os06g06720
Os.47447.1.S1_at	LOC_Os06g06730
Os.15454.1.S1_x_at	LOC_Os06g06760
Os.15454.1.S2_x_at	LOC_Os06g06760
Os.15454.2.S1_at	LOC_Os06g06760
Os.44751.1.S1_at	LOC_Os06g06760
Os.44749.1.S1_at	LOC_Os06g06770
Os.44749.1.S1_x_at	LOC_Os06g06770
Os.7823.1.S1_at	LOC_Os06g06770
Os.4370.1.S1_at	LOC_Os06g06780
Os.4370.2.S1_x_at	LOC_Os06g06780
Os.4371.1.S1_a_at	LOC_Os06g06790
Os.19098.1.S1_at	LOC_Os06g06810
OsAffx.4744.1.S1_at	LOC_Os06g06820
Os.12448.1.S1_at	LOC_Os06g06870
Os.19570.1.S1_at	LOC_Os06g06880
Os.23257.1.A1_at	LOC_Os06g06900
OsAffx.27480.1.S1_at	LOC_Os06g06900
OsAffx.27481.1.S1_at	LOC_Os06g06910
Os.54211.1.S1_at	LOC_Os06g06920
Os.52018.1.S1_at	LOC_Os06g06930
Os.49984.1.S1_at	LOC_Os06g06940
Os.4198.1.S1_at	LOC_Os06g06980
Os.4198.1.S1_x_at	LOC_Os06g06980
Os.25299.1.S1_x_at	LOC_Os06g07000
OsAffx.10341.1.S1_x_at	LOC_Os06g07000
Os.25299.3.A1_at	LOC_Os06g07010
Os.23613.1.S1_at	LOC_Os06g07020
Os.38447.1.S1_s_at	LOC_Os06g07030
Os.4804.1.S1_at	LOC_Os06g07030
Os.15798.1.S1_at	LOC_Os06g07040
OsAffx.22575.1.S1_at	LOC_Os06g07060
Os.4208.1.S1_at	LOC_Os06g07070
Os.4210.1.S1_at	LOC_Os06g07090
Os.27183.1.S1_at	LOC_Os06g07100
Os.7478.1.S1_at	LOC_Os06g07120
Os.34965.2.S1_s_at	LOC_Os06g07130
Os.33725.1.S1_at	LOC_Os06g07160
Os.49094.1.S1_at	LOC_Os06g07190
Os.18952.1.S1_at	LOC_Os06g07200
OsAffx.15295.1.S1_x_at	LOC_Os06g07200
Os.4222.1.S1_at	LOC_Os06g07210
Os.4223.1.S1_s_at	LOC_Os06g07220
Os.9247.1.S1_at	LOC_Os06g07230
Os.9247.2.S1_x_at	LOC_Os06g07230
Os.14314.1.S1_at	LOC_Os06g07350
Os.54529.1.S1_at	LOC_Os06g07474
Os.27959.1.A1_at	LOC_Os06g07480
Os.49296.1.S1_at	LOC_Os06g07490
Os.9960.1.S1_at	LOC_Os06g07540
Os.52679.1.S1_at	LOC_Os06g07550
Os.21847.1.S1_at	LOC_Os06g07560
Os.27290.1.A1_at	LOC_Os06g07600
OsAffx.30150.7.S1_x_at	LOC_Os06g07620
Os.15233.1.S1_at	LOC_Os06g07630
Os.44735.1.S1_at	LOC_Os06g07760
Os.3539.1.S1_at	LOC_Os06g07780
OsAffx.15303.1.S1_s_at	LOC_Os06g07780
Os.16410.1.S1_s_at	LOC_Os06g07820
Os.10137.1.S1_a_at	LOC_Os06g07830
OsAffx.27499.2.S1_at	LOC_Os06g07896
Os.27542.1.A1_at	LOC_Os06g07923
Os.3546.1.S1_at	LOC_Os06g07969
Os.54275.1.S1_at	LOC_Os06g08060
Os.167.1.S1_at	LOC_Os06g08080
Os.27371.1.A1_at	LOC_Os06g08090
Os.53987.1.S1_at	LOC_Os06g08110
Os.17303.1.S1_at	LOC_Os06g08140
OsAffx.4763.1.S1_at	LOC_Os06g08170
Os.23130.1.S1_at	LOC_Os06g08180
Os.48515.1.S1_at	LOC_Os06g08220
OsAffx.27507.1.S1_at	LOC_Os06g08250
Os.37872.1.S1_at	LOC_Os06g08280
Os.49775.1.S1_at	LOC_Os06g08290
OsAffx.4765.1.S1_s_at	LOC_Os06g08300
Os.12267.2.S1_s_at	LOC_Os06g08320
Os.55579.1.S1_at	LOC_Os06g08340
OsAffx.27509.1.S1_at	LOC_Os06g08380
Os.52681.1.S1_at	LOC_Os06g08390
Os.15350.1.S1_x_at	LOC_Os06g08400
Os.19406.1.S1_at	LOC_Os06g08440
Os.15792.1.S1_at	LOC_Os06g08470
Os.10925.1.S1_at	LOC_Os06g08480
Os.6257.1.S1_at	LOC_Os06g08490
OsAffx.27510.2.S1_at	LOC_Os06g08500
Os.11350.1.S1_x_at	LOC_Os06g08530
OsAffx.15312.1.S1_at	LOC_Os06g08540
OsAffx.15313.1.S1_s_at	LOC_Os06g08560
Os.38793.1.S1_at	LOC_Os06g08564
OsAffx.15314.1.S1_at	LOC_Os06g08570
Os.56006.1.S1_at	LOC_Os06g08610
Os.55265.1.S1_at	LOC_Os06g08620
OsAffx.27513.1.S1_s_at	LOC_Os06g08640
Os.7552.1.S1_at	LOC_Os06g08670
Os.11697.1.S1_at	LOC_Os06g08720
Os.20554.1.A1_at	LOC_Os06g08730
OsAffx.15316.1.S1_at	LOC_Os06g08730
Os.15186.1.S1_at	LOC_Os06g08740
Os.14290.1.S1_at	LOC_Os06g08750
OsAffx.27516.1.S1_at	LOC_Os06g08760
Os.273.1.S1_at	LOC_Os06g08790
OsAffx.4772.1.S1_at	LOC_Os06g08800
OsAffx.15319.1.S1_at	LOC_Os06g08830
Os.7772.1.S1_at	LOC_Os06g08840
Os.7772.2.A1_at	LOC_Os06g08840
Os.7772.2.A1_x_at	LOC_Os06g08840
Os.26452.1.A1_at	LOC_Os06g08850
OsAffx.15320.1.S1_x_at	LOC_Os06g08850
Os.33759.1.S1_at	LOC_Os06g08860
Os.52182.1.S1_at	LOC_Os06g08880
Os.27548.2.A1_at	LOC_Os06g08884
Os.55034.1.S1_at	LOC_Os06g08990
Os.54329.1.S1_at	LOC_Os06g09130
Os.53571.1.S1_at	LOC_Os06g09170
Os.49853.1.S1_a_at	LOC_Os06g09180
Os.50933.1.S1_at	LOC_Os06g09280
Os.50933.2.S1_x_at	LOC_Os06g09280
Os.291.1.S1_at	LOC_Os06g09290
Os.52944.1.A1_at	LOC_Os06g09310
Os.18144.1.S1_at	LOC_Os06g09320
Os.12080.1.S1_at	LOC_Os06g09330
OsAffx.27525.1.S1_at	LOC_Os06g09340
OsAffx.27525.1.S1_x_at	LOC_Os06g09340
Os.7764.1.S1_at	LOC_Os06g09350
Os.8790.1.S1_a_at	LOC_Os06g09370
Os.7177.1.S1_at	LOC_Os06g09390
Os.57303.1.S1_x_at	LOC_Os06g09410
Os.49655.1.S1_at	LOC_Os06g09420
Os.9127.1.S1_a_at	LOC_Os06g09450
OsAffx.27531.1.S1_at	LOC_Os06g09520
Os.34575.1.S1_at	LOC_Os06g09540
Os.5817.1.S1_at	LOC_Os06g09560
Os.14676.2.S1_at	LOC_Os06g09570
Os.22674.1.S1_at	LOC_Os06g09610
Os.7644.1.S1_at	LOC_Os06g09630
Os.22917.1.S1_at	LOC_Os06g09660
Os.8773.2.S1_a_at	LOC_Os06g09679
OsAffx.15339.1.S1_at	LOC_Os06g09820
OsAffx.15339.1.S1_s_at	LOC_Os06g09820
Os.9561.1.S1_at	LOC_Os06g09830
Os.16603.1.S1_at	LOC_Os06g09840
Os.9168.1.S1_at	LOC_Os06g09850
Os.54653.1.S1_at	LOC_Os06g09870
Os.8453.1.S1_a_at	LOC_Os06g09890
Os.12115.1.S1_at	LOC_Os06g09900
Os.48661.1.S1_at	LOC_Os06g09910
Os.39747.1.S1_at	LOC_Os06g09930
Os.54864.2.S1_at	LOC_Os06g09980
OsAffx.27542.1.S1_s_at	LOC_Os06g09990
Os.55490.1.S1_at	LOC_Os06g10000
Os.54648.1.S1_at	LOC_Os06g10100
Os.20998.1.S1_at	LOC_Os06g10109
Os.55254.1.S1_at	LOC_Os06g10130
Os.49982.1.S1_at	LOC_Os06g10140
Os.55624.1.S1_at	LOC_Os06g10160
Os.5265.1.S1_x_at	LOC_Os06g10170
Os.49362.1.S1_at	LOC_Os06g10200
Os.6376.1.S1_at	LOC_Os06g10210
OsAffx.4786.1.S1_at	LOC_Os06g10220
Os.11476.1.S1_at	LOC_Os06g10230
Os.20773.1.S1_at	LOC_Os06g10280
OsAffx.15351.1.S1_at	LOC_Os06g10290
OsAffx.4787.1.S1_at	LOC_Os06g10300
OsAffx.4788.1.S1_s_at	LOC_Os06g10340
Os.3386.1.S1_x_at	LOC_Os06g10350
OsAffx.27550.1.S1_at	LOC_Os06g10410
OsAffx.27551.1.S1_at	LOC_Os06g10420
Os.22350.1.S1_at	LOC_Os06g10430
Os.5680.1.S1_at	LOC_Os06g10480
Os.8793.1.S1_at	LOC_Os06g10520
Os.16164.1.S1_at	LOC_Os06g10530
Os.51034.1.S1_at	LOC_Os06g10560
OsAffx.15354.1.S1_at	LOC_Os06g10570
OsAffx.27555.1.S1_at	LOC_Os06g10580
Os.6853.1.S1_at	LOC_Os06g10620
Os.27916.1.S1_at	LOC_Os06g10650
Os.5724.1.S1_at	LOC_Os06g10660
Os.9899.1.S2_at	LOC_Os06g10690
Os.50882.1.S1_at	LOC_Os06g10710
OsAffx.4792.1.S1_at	LOC_Os06g10710
Os.36396.1.S1_at	LOC_Os06g10730
Os.13510.1.S1_at	LOC_Os06g10760
Os.4905.4.S1_a_at	LOC_Os06g10770
Os.4905.4.S1_at	LOC_Os06g10770
OsAffx.27557.2.S1_at	LOC_Os06g10780
Os.17411.1.S1_at	LOC_Os06g10790
Os.9395.1.S1_at	LOC_Os06g10810
Os.54299.1.S1_at	LOC_Os06g10880
Os.12873.1.S1_at	LOC_Os06g10890
Os.53557.1.S1_at	LOC_Os06g10910
OsAffx.15362.1.S1_at	LOC_Os06g10920
Os.5159.1.S1_at	LOC_Os06g11020
OsAffx.15365.1.S1_at	LOC_Os06g11020
Os.27377.1.S1_at	LOC_Os06g11040
Os.18657.1.S1_at	LOC_Os06g11060
Os.23461.1.A1_at	LOC_Os06g11070
OsAffx.4796.1.S1_s_at	LOC_Os06g11070
Os.21839.1.S1_at	LOC_Os06g11130
Os.49084.1.S1_at	LOC_Os06g11140
Os.10676.1.S1_a_at	LOC_Os06g11170
Os.5813.1.S1_at	LOC_Os06g11180
Os.27029.1.S1_at	LOC_Os06g11190
Os.55429.1.S1_at	LOC_Os06g11200
Os.12978.1.S1_at	LOC_Os06g11210
Os.47914.1.S1_at	LOC_Os06g11210
Os.11914.1.S1_at	LOC_Os06g11240
Os.15219.1.S1_at	LOC_Os06g11320
Os.32942.1.S1_at	LOC_Os06g11370
Os.14390.1.S1_at	LOC_Os06g11380
Os.14184.1.S1_at	LOC_Os06g11410
Os.16961.1.S1_at	LOC_Os06g11430
Os.7473.1.S1_at	LOC_Os06g11440
Os.55651.1.S1_at	LOC_Os06g11450
Os.7743.2.S1_at	LOC_Os06g11500
Os.7743.2.S1_x_at	LOC_Os06g11500
OsAffx.15371.1.S1_at	LOC_Os06g11520
Os.47251.1.S1_at	LOC_Os06g11600
OsAffx.15372.1.S1_x_at	LOC_Os06g11600
Os.12234.2.S1_s_at	LOC_Os06g11610
Os.12166.1.S1_at	LOC_Os06g11620
Os.22584.1.S1_at	LOC_Os06g11630
Os.49227.1.S1_at	LOC_Os06g11640
Os.50807.1.S1_at	LOC_Os06g11650
Os.37006.1.S1_at	LOC_Os06g11660
Os.53735.1.S1_at	LOC_Os06g11660
OsAffx.15374.1.S1_s_at	LOC_Os06g11700
Os.51664.1.S1_at	LOC_Os06g11720
Os.12968.1.S1_at	LOC_Os06g11730
Os.23073.1.S1_at	LOC_Os06g11740
OsAffx.15376.1.S1_at	LOC_Os06g11760
OsAffx.28215.1.S1_at	LOC_Os06g11780
Os.18671.1.S1_at	LOC_Os06g11790
Os.55513.1.S1_at	LOC_Os06g11812
OsAffx.4803.1.S1_at	LOC_Os06g11840
OsAffx.10845.1.S1_s_at	LOC_Os06g11860
Os.54099.1.S1_at	LOC_Os06g11910
Os.7831.1.S1_at	LOC_Os06g11980
Os.7521.1.S1_at	LOC_Os06g11990
Os.51139.1.A1_at	LOC_Os06g12020
Os.8940.1.S1_at	LOC_Os06g12030
Os.27584.1.S1_at	LOC_Os06g12040
OsAffx.27578.1.S1_at	LOC_Os06g12050
Os.19956.1.S1_at	LOC_Os06g12060
Os.53799.1.S1_at	LOC_Os06g12060
OsAffx.4807.1.S1_at	LOC_Os06g12070
Os.8325.1.S1_at	LOC_Os06g12080
Os.47936.1.A1_at	LOC_Os06g12100
Os.5964.1.S1_at	LOC_Os06g12110
Os.30101.1.S1_at	LOC_Os06g12129
Os.56273.1.S1_at	LOC_Os06g12150
Os.18031.1.S1_at	LOC_Os06g12160
Os.50577.1.A1_a_at	LOC_Os06g12170
Os.7811.1.S1_at	LOC_Os06g12220
Os.49501.1.A1_at	LOC_Os06g12230
Os.5511.1.S1_s_at	LOC_Os06g12250
Os.17863.1.S1_at	LOC_Os06g12260
Os.47359.1.A1_at	LOC_Os06g12280
OsAffx.15383.1.S1_at	LOC_Os06g12280
Os.17147.1.S1_x_at	LOC_Os06g12310
Os.51794.1.S1_at	LOC_Os06g12370
Os.51794.1.S1_x_at	LOC_Os06g12370
Os.49253.1.S1_at	LOC_Os06g12390
Os.17425.1.S1_at	LOC_Os06g12400
OsAffx.15389.1.S1_at	LOC_Os06g12460
OsAffx.15391.1.S1_at	LOC_Os06g12500
Os.14007.1.S1_at	LOC_Os06g12530
OsAffx.28216.1.S1_at	LOC_Os06g12560
Os.10184.1.S1_s_at	LOC_Os06g12580
Os.14975.1.S1_at	LOC_Os06g12590
Os.14975.1.S2_at	LOC_Os06g12590
Os.27745.1.A1_at	LOC_Os06g12600
Os.54305.1.S1_at	LOC_Os06g12610
Os.14330.1.S1_at	LOC_Os06g12630
Os.49405.1.A1_at	LOC_Os06g12649
Os.49405.2.S1_at	LOC_Os06g12649
Os.49405.2.S1_x_at	LOC_Os06g12649
Os.51586.1.S1_at	LOC_Os06g12660
Os.55422.1.S1_at	LOC_Os06g12680
Os.9510.1.S1_s_at	LOC_Os06g12690
Os.4810.1.S1_s_at	LOC_Os06g12740
Os.24795.1.S1_at	LOC_Os06g12780
Os.4079.1.S1_a_at	LOC_Os06g12790
Os.4079.2.S1_a_at	LOC_Os06g12790
Os.27436.1.A1_s_at	LOC_Os06g12870
Os.27436.2.S1_s_at	LOC_Os06g12870
Os.24311.1.A1_at	LOC_Os06g12876
Os.49387.1.S1_at	LOC_Os06g12882
OsAffx.27615.1.S1_at	LOC_Os06g12940
Os.50155.1.S1_at	LOC_Os06g12960
OsAffx.27595.1.S1_at	LOC_Os06g12980
Os.13757.1.S1_at	LOC_Os06g12990
OsAffx.27596.1.S1_at	LOC_Os06g12990
OsAffx.983.1.S1_at	LOC_Os06g13020
Os.18748.1.S1_at	LOC_Os06g13030
Os.26702.1.A1_s_at	LOC_Os06g13050
OsAffx.27599.1.S1_at	LOC_Os06g13050
OsAffx.4821.1.S1_at	LOC_Os06g13060
OsAffx.15402.1.S1_at	LOC_Os06g13070
Os.15218.1.S1_at	LOC_Os06g13100
Os.54594.1.S1_at	LOC_Os06g13160
Os.53308.1.A1_at	LOC_Os06g13170
OsAffx.27605.1.S1_s_at	LOC_Os06g13190
Os.51377.1.A1_at	LOC_Os06g13215
OsAffx.27606.1.S1_at	LOC_Os06g13220
OsAffx.27608.1.S1_at	LOC_Os06g13280
OsAffx.4828.1.S1_at	LOC_Os06g13440
